Datum;Gemeentecode;Aantal
2020-03-25;279;2
2020-03-25;281;14
2020-03-25;285;6
2020-03-25;289;3
2020-03-25;293;2
2020-03-25;294;2
2020-03-25;296;24
2020-03-25;297;7
2020-03-25;299;10
2020-03-25;301;8
2020-03-25;302;29
2020-03-25;303;11
2020-03-25;307;47
2020-03-25;308;4
2020-03-25;310;32
2020-03-25;312;8
2020-03-25;313;3
2020-03-25;317;1
2020-03-25;321;37
2020-03-25;327;13
2020-03-25;331;11
2020-03-25;335;5
2020-03-25;340;1
2020-03-25;342;21
2020-03-25;344;191
2020-03-25;345;7
2020-03-25;351;6
2020-03-25;352;6
2020-03-25;353;18
2020-03-25;355;25
2020-03-25;356;12
2020-03-25;358;10
2020-03-25;361;24
2020-03-25;362;35
2020-03-25;363;297
2020-03-25;370;2
2020-03-25;373;12
2020-03-25;375;11
2020-03-25;376;5
2020-03-25;377;13
2020-03-25;383;10
2020-03-25;384;6
2020-03-25;385;9
2020-03-25;388;13
2020-03-25;392;46
2020-03-25;394;23
2020-03-25;396;9
2020-03-25;397;17
2020-03-25;398;16
2020-03-25;399;9
2020-03-25;400;5
2020-03-25;402;16
2020-03-25;405;14
2020-03-25;406;7
2020-03-25;415;6
2020-03-25;416;12
2020-03-25;417;4
2020-03-25;420;4
2020-03-25;431;6
2020-03-25;437;7
2020-03-25;439;32
2020-03-25;441;11
2020-03-25;448;3
2020-03-25;450;4
2020-03-25;451;5
2020-03-25;453;15
2020-03-25;457;6
2020-03-25;473;6
2020-03-25;479;29
2020-03-25;482;5
2020-03-25;484;22
2020-03-25;489;16
2020-03-25;498;3
2020-03-25;501;1
2020-03-25;502;23
2020-03-25;503;21
2020-03-25;505;26
2020-03-25;512;8
2020-03-25;513;18
2020-03-25;518;81
2020-03-25;523;6
2020-03-25;530;5
2020-03-25;531;3
2020-03-25;532;13
2020-03-25;534;3
2020-03-25;537;7
2020-03-25;542;6
2020-03-25;546;21
2020-03-25;547;3
2020-03-25;553;2
2020-03-25;556;7
2020-03-25;569;6
2020-03-25;575;7
2020-03-25;579;9
2020-03-25;589;10
2020-03-25;590;6
2020-03-25;597;9
2020-03-25;599;186
2020-03-25;603;10
2020-03-25;606;14
2020-03-25;610;5
2020-03-25;613;18
2020-03-25;614;8
2020-03-25;622;22
2020-03-25;626;5
2020-03-25;627;5
2020-03-25;629;5
2020-03-25;632;22
2020-03-25;637;13
2020-03-25;638;1
2020-03-25;642;9
2020-03-25;654;5
2020-03-25;664;4
2020-03-25;668;11
2020-03-25;677;1
2020-03-25;678;2
2020-03-25;687;7
2020-03-25;703;7
2020-03-25;715;10
2020-03-25;716;13
2020-03-25;717;6
2020-03-25;718;8
2020-03-25;736;9
2020-03-25;737;2
2020-03-25;743;6
2020-03-25;744;2
2020-03-25;748;12
2020-03-25;753;19
2020-03-25;755;42
2020-03-25;756;9
2020-03-25;757;15
2020-03-25;758;181
2020-03-25;762;30
2020-03-25;765;2
2020-03-25;766;6
2020-03-25;770;13
2020-03-25;772;80
2020-03-25;777;31
2020-03-25;779;11
2020-03-25;784;18
2020-03-25;785;18
2020-03-25;786;11
2020-03-25;788;12
2020-03-25;794;63
2020-03-25;796;75
2020-03-25;797;20
2020-03-25;798;10
2020-03-25;809;20
2020-03-25;815;5
2020-03-25;820;8
2020-03-25;823;6
2020-03-25;824;18
2020-03-25;826;26
2020-03-25;828;81
2020-03-25;840;6
2020-03-25;845;18
2020-03-25;847;10
2020-03-25;848;15
2020-03-25;851;11
2020-03-25;852;11
2020-03-25;855;224
2020-03-25;856;94
2020-03-25;858;9
2020-03-25;861;18
2020-03-25;865;22
2020-03-25;866;2
2020-03-25;867;34
2020-03-25;873;5
2020-03-25;879;14
2020-03-25;880;3
2020-03-25;882;21
2020-03-25;888;13
2020-03-25;889;7
2020-03-25;893;1
2020-03-25;899;20
2020-03-25;907;7
2020-03-25;917;53
2020-03-25;928;21
2020-03-25;935;112
2020-03-25;938;8
2020-03-25;944;5
2020-03-25;946;14
2020-03-25;957;28
2020-03-25;965;8
2020-03-25;971;24
2020-03-25;981;4
2020-03-25;983;47
2020-03-25;984;17
2020-03-25;986;6
2020-03-25;988;24
2020-03-25;994;9
2020-03-25;995;26
2020-03-25;1507;18
2020-03-25;1509;4
2020-03-25;1525;8
2020-03-25;1581;15
2020-03-25;1586;6
2020-03-25;1598;5
2020-03-25;1621;25
2020-03-25;1640;29
2020-03-25;1641;10
2020-03-25;1652;68
2020-03-25;1655;8
2020-03-25;1658;10
2020-03-25;1659;19
2020-03-25;1667;1
2020-03-25;1669;10
2020-03-25;1674;20
2020-03-25;1676;6
2020-03-25;1680;1
2020-03-25;1684;8
2020-03-25;1685;25
2020-03-25;1690;3
2020-03-25;1695;2
2020-03-25;1696;3
2020-03-25;1699;1
2020-03-25;1700;3
2020-03-25;1701;2
2020-03-25;1702;13
2020-03-25;1705;14
2020-03-25;1706;25
2020-03-25;1708;6
2020-03-25;1709;5
2020-03-25;1711;20
2020-03-25;1714;5
2020-03-25;1719;20
2020-03-25;1721;69
2020-03-25;1723;16
2020-03-25;1724;10
2020-03-25;1728;15
2020-03-25;1729;5
2020-03-25;1730;13
2020-03-25;1731;1
2020-03-25;1734;38
2020-03-25;1735;6
2020-03-25;1740;11
2020-03-25;1742;9
2020-03-25;1771;15
2020-03-25;1773;6
2020-03-25;1774;20
2020-03-25;1783;28
2020-03-25;1842;2
2020-03-25;1859;2
2020-03-25;1876;7
2020-03-25;1883;86
2020-03-25;1884;5
2020-03-25;1892;6
2020-03-25;1894;88
2020-03-25;1896;30
2020-03-25;1900;8
2020-03-25;1901;5
2020-03-25;1903;20
2020-03-25;1904;22
2020-03-25;1911;10
2020-03-25;1916;14
2020-03-25;1924;44
2020-03-25;1926;16
2020-03-25;1930;19
2020-03-25;1931;16
2020-03-25;1940;9
2020-03-25;1942;18
2020-03-25;1945;37
2020-03-25;1948;149
2020-03-25;1950;3
2020-03-25;1952;2
2020-03-25;1954;30
2020-03-25;1955;3
2020-03-25;1959;35
2020-03-25;1960;19
2020-03-25;1961;21
2020-03-25;1963;36
2020-03-25;1966;4
2020-03-25;1969;9
2020-03-25;1970;3
2020-03-25;1978;16
2020-03-26;-1;237
2020-03-26;10;2
2020-03-26;14;76
2020-03-26;24;1
2020-03-26;34;32
2020-03-26;37;1
2020-03-26;47;1
2020-03-26;50;6
2020-03-26;59;1
2020-03-26;72;3
2020-03-26;74;4
2020-03-26;80;15
2020-03-26;85;1
2020-03-26;86;5
2020-03-26;90;5
2020-03-26;98;2
2020-03-26;106;7
2020-03-26;109;17
2020-03-26;114;8
2020-03-26;118;7
2020-03-26;119;3
2020-03-26;141;12
2020-03-26;147;12
2020-03-26;148;13
2020-03-26;150;30
2020-03-26;153;34
2020-03-26;158;4
2020-03-26;160;9
2020-03-26;163;7
2020-03-26;164;21
2020-03-26;166;41
2020-03-26;168;1
2020-03-26;171;8
2020-03-26;173;15
2020-03-26;175;7
2020-03-26;177;12
2020-03-26;180;4
2020-03-26;183;9
2020-03-26;184;8
2020-03-26;189;2
2020-03-26;193;56
2020-03-26;197;2
2020-03-26;200;39
2020-03-26;202;34
2020-03-26;203;13
2020-03-26;209;15
2020-03-26;213;4
2020-03-26;214;7
2020-03-26;216;14
2020-03-26;221;5
2020-03-26;222;17
2020-03-26;225;7
2020-03-26;226;3
2020-03-26;228;33
2020-03-26;230;6
2020-03-26;232;16
2020-03-26;233;17
2020-03-26;243;14
2020-03-26;244;5
2020-03-26;246;24
2020-03-26;252;15
2020-03-26;262;8
2020-03-26;263;5
2020-03-26;267;12
2020-03-26;268;122
2020-03-26;269;16
2020-03-26;273;6
2020-03-26;274;14
2020-03-26;275;21
2020-03-26;277;2
2020-03-26;279;3
2020-03-26;281;20
2020-03-26;285;10
2020-03-26;289;4
2020-03-26;293;2
2020-03-26;294;2
2020-03-26;296;30
2020-03-26;297;7
2020-03-26;299;10
2020-03-26;301;8
2020-03-26;302;31
2020-03-26;303;11
2020-03-26;307;54
2020-03-26;308;5
2020-03-26;310;34
2020-03-26;312;9
2020-03-26;313;3
2020-03-26;317;1
2020-03-26;321;43
2020-03-26;327;13
2020-03-26;331;12
2020-03-26;335;9
2020-03-26;340;2
2020-03-26;342;23
2020-03-26;344;215
2020-03-26;345;7
2020-03-26;351;7
2020-03-26;352;7
2020-03-26;353;23
2020-03-26;355;28
2020-03-26;356;15
2020-03-26;358;11
2020-03-26;361;29
2020-03-26;362;46
2020-03-26;363;351
2020-03-26;370;2
2020-03-26;373;14
2020-03-26;375;12
2020-03-26;376;6
2020-03-26;377;16
2020-03-26;383;13
2020-03-26;384;6
2020-03-26;385;10
2020-03-26;388;15
2020-03-26;392;54
2020-03-26;394;30
2020-03-26;396;10
2020-03-26;397;21
2020-03-26;398;19
2020-03-26;399;10
2020-03-26;400;6
2020-03-26;402;18
2020-03-26;405;15
2020-03-26;406;8
2020-03-26;415;7
2020-03-26;416;13
2020-03-26;417;5
2020-03-26;420;6
2020-03-26;431;7
2020-03-26;432;2
2020-03-26;437;7
2020-03-26;439;39
2020-03-26;441;12
2020-03-26;448;3
2020-03-26;450;4
2020-03-26;451;7
2020-03-26;453;23
2020-03-26;457;7
2020-03-26;473;6
2020-03-26;479;31
2020-03-26;482;6
2020-03-26;484;30
2020-03-26;489;19
2020-03-26;498;4
2020-03-26;501;2
2020-03-26;502;26
2020-03-26;503;25
2020-03-26;505;28
2020-03-26;512;9
2020-03-26;513;25
2020-03-26;518;103
2020-03-26;523;6
2020-03-26;530;7
2020-03-26;531;5
2020-03-26;532;17
2020-03-26;534;3
2020-03-26;537;10
2020-03-26;542;7
2020-03-26;546;28
2020-03-26;547;4
2020-03-26;553;2
2020-03-26;556;8
2020-03-26;569;6
2020-03-26;575;8
2020-03-26;579;9
2020-03-26;589;12
2020-03-26;590;6
2020-03-26;597;13
2020-03-26;599;204
2020-03-26;603;11
2020-03-26;606;16
2020-03-26;610;7
2020-03-26;613;19
2020-03-26;614;8
2020-03-26;622;24
2020-03-26;626;6
2020-03-26;627;6
2020-03-26;629;6
2020-03-26;632;25
2020-03-26;637;14
2020-03-26;638;1
2020-03-26;642;11
2020-03-26;654;6
2020-03-26;664;7
2020-03-26;668;13
2020-03-26;677;1
2020-03-26;678;2
2020-03-26;687;8
2020-03-26;703;7
2020-03-26;715;14
2020-03-26;716;14
2020-03-26;717;7
2020-03-26;718;8
2020-03-26;736;13
2020-03-26;737;2
2020-03-26;743;6
2020-03-26;744;2
2020-03-26;748;13
2020-03-26;753;21
2020-03-26;755;42
2020-03-26;756;10
2020-03-26;757;19
2020-03-26;758;201
2020-03-26;762;35
2020-03-26;765;2
2020-03-26;766;6
2020-03-26;770;14
2020-03-26;772;93
2020-03-26;777;37
2020-03-26;779;11
2020-03-26;784;19
2020-03-26;785;21
2020-03-26;786;14
2020-03-26;788;14
2020-03-26;794;66
2020-03-26;796;87
2020-03-26;797;25
2020-03-26;798;10
2020-03-26;809;21
2020-03-26;815;5
2020-03-26;820;10
2020-03-26;823;8
2020-03-26;824;21
2020-03-26;826;29
2020-03-26;828;100
2020-03-26;840;6
2020-03-26;845;22
2020-03-26;847;15
2020-03-26;848;19
2020-03-26;851;11
2020-03-26;852;11
2020-03-26;855;230
2020-03-26;856;107
2020-03-26;858;17
2020-03-26;861;22
2020-03-26;865;25
2020-03-26;866;6
2020-03-26;867;39
2020-03-26;873;5
2020-03-26;879;15
2020-03-26;880;5
2020-03-26;882;25
2020-03-26;888;13
2020-03-26;889;8
2020-03-26;893;1
2020-03-26;899;22
2020-03-26;907;8
2020-03-26;917;63
2020-03-26;928;26
2020-03-26;935;118
2020-03-26;938;8
2020-03-26;944;5
2020-03-26;946;18
2020-03-26;957;29
2020-03-26;965;10
2020-03-26;971;28
2020-03-26;981;6
2020-03-26;983;54
2020-03-26;984;20
2020-03-26;986;7
2020-03-26;988;28
2020-03-26;994;10
2020-03-26;995;27
2020-03-26;1507;20
2020-03-26;1509;5
2020-03-26;1525;10
2020-03-26;1581;17
2020-03-26;1586;6
2020-03-26;1598;6
2020-03-26;1621;28
2020-03-26;1640;32
2020-03-26;1641;12
2020-03-26;1652;71
2020-03-26;1655;8
2020-03-26;1658;10
2020-03-26;1659;24
2020-03-26;1667;4
2020-03-26;1669;11
2020-03-26;1674;24
2020-03-26;1676;8
2020-03-26;1680;3
2020-03-26;1684;8
2020-03-26;1685;34
2020-03-26;1690;3
2020-03-26;1695;2
2020-03-26;1696;4
2020-03-26;1699;3
2020-03-26;1700;3
2020-03-26;1701;2
2020-03-26;1702;14
2020-03-26;1705;14
2020-03-26;1706;31
2020-03-26;1708;8
2020-03-26;1709;5
2020-03-26;1711;23
2020-03-26;1714;6
2020-03-26;1719;21
2020-03-26;1721;83
2020-03-26;1723;19
2020-03-26;1724;11
2020-03-26;1728;15
2020-03-26;1729;5
2020-03-26;1730;15
2020-03-26;1731;2
2020-03-26;1734;44
2020-03-26;1735;8
2020-03-26;1740;13
2020-03-26;1742;13
2020-03-26;1771;16
2020-03-26;1773;6
2020-03-26;1774;25
2020-03-26;1783;30
2020-03-26;1842;2
2020-03-26;1859;2
2020-03-26;1876;8
2020-03-26;1883;94
2020-03-26;1884;5
2020-03-26;1891;1
2020-03-26;1892;10
2020-03-26;1894;96
2020-03-26;1896;33
2020-03-26;1900;12
2020-03-26;1901;8
2020-03-26;1903;26
2020-03-26;1904;27
2020-03-26;1911;14
2020-03-26;1916;17
2020-03-26;1924;56
2020-03-26;1926;20
2020-03-26;1930;23
2020-03-26;1931;19
2020-03-26;1940;12
2020-03-26;1942;20
2020-03-26;1945;43
2020-03-26;1948;168
2020-03-26;1949;2
2020-03-26;1950;3
2020-03-26;1952;5
2020-03-26;1954;32
2020-03-26;1955;4
2020-03-26;1959;35
2020-03-26;1960;22
2020-03-26;1961;24
2020-03-26;1963;43
2020-03-26;1966;6
2020-03-26;1969;12
2020-03-26;1970;3
2020-03-26;1978;16
2020-03-27;-1;265
2020-03-27;3;1
2020-03-27;10;4
2020-03-27;14;80
2020-03-27;24;1
2020-03-27;34;39
2020-03-27;37;1
2020-03-27;47;1
2020-03-27;50;7
2020-03-27;59;2
2020-03-27;72;3
2020-03-27;74;5
2020-03-27;80;19
2020-03-27;85;1
2020-03-27;86;6
2020-03-27;90;5
2020-03-27;98;2
2020-03-27;106;8
2020-03-27;109;17
2020-03-27;114;10
2020-03-27;118;8
2020-03-27;119;4
2020-03-27;141;14
2020-03-27;147;13
2020-03-27;148;14
2020-03-27;150;33
2020-03-27;153;45
2020-03-27;158;6
2020-03-27;160;11
2020-03-27;163;8
2020-03-27;164;23
2020-03-27;166;45
2020-03-27;168;1
2020-03-27;171;10
2020-03-27;173;17
2020-03-27;175;7
2020-03-27;177;13
2020-03-27;180;5
2020-03-27;183;11
2020-03-27;184;9
2020-03-27;189;4
2020-03-27;193;63
2020-03-27;197;3
2020-03-27;200;49
2020-03-27;202;46
2020-03-27;203;17
2020-03-27;209;16
2020-03-27;213;5
2020-03-27;214;7
2020-03-27;216;14
2020-03-27;221;6
2020-03-27;222;17
2020-03-27;225;11
2020-03-27;226;4
2020-03-27;228;37
2020-03-27;230;9
2020-03-27;232;18
2020-03-27;233;18
2020-03-27;243;18
2020-03-27;244;7
2020-03-27;246;27
2020-03-27;252;15
2020-03-27;262;11
2020-03-27;263;6
2020-03-27;267;15
2020-03-27;268;132
2020-03-27;269;19
2020-03-27;273;6
2020-03-27;274;17
2020-03-27;275;27
2020-03-27;277;2
2020-03-27;279;4
2020-03-27;281;23
2020-03-27;285;13
2020-03-27;289;5
2020-03-27;293;2
2020-03-27;294;3
2020-03-27;296;30
2020-03-27;297;9
2020-03-27;299;12
2020-03-27;301;10
2020-03-27;302;39
2020-03-27;303;11
2020-03-27;307;59
2020-03-27;308;5
2020-03-27;310;36
2020-03-27;312;9
2020-03-27;313;3
2020-03-27;317;1
2020-03-27;321;47
2020-03-27;327;16
2020-03-27;331;13
2020-03-27;335;11
2020-03-27;339;1
2020-03-27;340;5
2020-03-27;342;28
2020-03-27;344;243
2020-03-27;345;13
2020-03-27;351;6
2020-03-27;352;7
2020-03-27;353;26
2020-03-27;355;34
2020-03-27;356;17
2020-03-27;358;12
2020-03-27;361;36
2020-03-27;362;52
2020-03-27;363;411
2020-03-27;370;4
2020-03-27;373;16
2020-03-27;375;13
2020-03-27;376;6
2020-03-27;377;17
2020-03-27;383;18
2020-03-27;384;7
2020-03-27;385;14
2020-03-27;388;17
2020-03-27;392;66
2020-03-27;394;40
2020-03-27;396;16
2020-03-27;397;24
2020-03-27;398;20
2020-03-27;399;13
2020-03-27;400;9
2020-03-27;402;24
2020-03-27;405;17
2020-03-27;406;13
2020-03-27;415;7
2020-03-27;416;14
2020-03-27;417;8
2020-03-27;420;8
2020-03-27;431;7
2020-03-27;432;2
2020-03-27;437;7
2020-03-27;439;48
2020-03-27;441;13
2020-03-27;448;3
2020-03-27;450;7
2020-03-27;451;11
2020-03-27;453;25
2020-03-27;457;8
2020-03-27;473;6
2020-03-27;479;46
2020-03-27;482;6
2020-03-27;484;32
2020-03-27;489;21
2020-03-27;498;4
2020-03-27;501;5
2020-03-27;502;31
2020-03-27;503;27
2020-03-27;505;32
2020-03-27;512;13
2020-03-27;513;31
2020-03-27;518;124
2020-03-27;523;7
2020-03-27;530;10
2020-03-27;531;5
2020-03-27;532;18
2020-03-27;534;3
2020-03-27;537;15
2020-03-27;542;7
2020-03-27;546;30
2020-03-27;547;4
2020-03-27;553;3
2020-03-27;556;11
2020-03-27;569;7
2020-03-27;575;10
2020-03-27;579;12
2020-03-27;589;18
2020-03-27;590;6
2020-03-27;597;19
2020-03-27;599;249
2020-03-27;603;14
2020-03-27;606;19
2020-03-27;610;6
2020-03-27;613;21
2020-03-27;614;9
2020-03-27;622;28
2020-03-27;626;6
2020-03-27;627;7
2020-03-27;629;6
2020-03-27;632;25
2020-03-27;637;17
2020-03-27;638;2
2020-03-27;642;13
2020-03-27;654;7
2020-03-27;664;12
2020-03-27;668;13
2020-03-27;677;2
2020-03-27;678;2
2020-03-27;687;9
2020-03-27;703;7
2020-03-27;715;16
2020-03-27;716;20
2020-03-27;717;8
2020-03-27;718;8
2020-03-27;736;17
2020-03-27;737;3
2020-03-27;743;8
2020-03-27;744;2
2020-03-27;748;15
2020-03-27;753;23
2020-03-27;755;51
2020-03-27;756;13
2020-03-27;757;22
2020-03-27;758;215
2020-03-27;762;42
2020-03-27;765;2
2020-03-27;766;10
2020-03-27;770;15
2020-03-27;772;113
2020-03-27;777;40
2020-03-27;779;11
2020-03-27;784;22
2020-03-27;785;24
2020-03-27;786;16
2020-03-27;788;18
2020-03-27;794;75
2020-03-27;796;108
2020-03-27;797;37
2020-03-27;798;10
2020-03-27;809;25
2020-03-27;815;7
2020-03-27;820;11
2020-03-27;823;10
2020-03-27;824;23
2020-03-27;826;31
2020-03-27;828;128
2020-03-27;840;10
2020-03-27;845;28
2020-03-27;847;19
2020-03-27;848;20
2020-03-27;851;14
2020-03-27;852;11
2020-03-27;855;254
2020-03-27;856;123
2020-03-27;858;20
2020-03-27;861;22
2020-03-27;865;29
2020-03-27;866;6
2020-03-27;867;46
2020-03-27;873;5
2020-03-27;879;17
2020-03-27;880;6
2020-03-27;882;28
2020-03-27;888;13
2020-03-27;889;11
2020-03-27;893;2
2020-03-27;899;24
2020-03-27;907;9
2020-03-27;917;68
2020-03-27;928;28
2020-03-27;935;126
2020-03-27;938;8
2020-03-27;944;5
2020-03-27;946;21
2020-03-27;957;31
2020-03-27;965;10
2020-03-27;971;29
2020-03-27;981;6
2020-03-27;983;67
2020-03-27;984;21
2020-03-27;986;7
2020-03-27;988;27
2020-03-27;994;11
2020-03-27;995;29
2020-03-27;1507;25
2020-03-27;1509;5
2020-03-27;1525;11
2020-03-27;1581;22
2020-03-27;1586;7
2020-03-27;1598;6
2020-03-27;1621;34
2020-03-27;1640;37
2020-03-27;1641;13
2020-03-27;1652;76
2020-03-27;1655;10
2020-03-27;1658;12
2020-03-27;1659;33
2020-03-27;1667;4
2020-03-27;1669;13
2020-03-27;1674;25
2020-03-27;1676;9
2020-03-27;1680;3
2020-03-27;1681;1
2020-03-27;1684;8
2020-03-27;1685;42
2020-03-27;1690;3
2020-03-27;1695;2
2020-03-27;1696;4
2020-03-27;1699;3
2020-03-27;1700;5
2020-03-27;1701;3
2020-03-27;1702;18
2020-03-27;1705;22
2020-03-27;1706;42
2020-03-27;1708;8
2020-03-27;1709;6
2020-03-27;1711;25
2020-03-27;1714;6
2020-03-27;1719;24
2020-03-27;1721;87
2020-03-27;1723;19
2020-03-27;1724;13
2020-03-27;1728;15
2020-03-27;1729;7
2020-03-27;1730;16
2020-03-27;1731;2
2020-03-27;1734;51
2020-03-27;1735;14
2020-03-27;1740;16
2020-03-27;1742;13
2020-03-27;1771;20
2020-03-27;1773;6
2020-03-27;1774;28
2020-03-27;1783;38
2020-03-27;1842;3
2020-03-27;1859;2
2020-03-27;1876;8
2020-03-27;1883;98
2020-03-27;1884;5
2020-03-27;1891;1
2020-03-27;1892;11
2020-03-27;1894;107
2020-03-27;1896;36
2020-03-27;1900;15
2020-03-27;1901;9
2020-03-27;1903;32
2020-03-27;1904;30
2020-03-27;1911;17
2020-03-27;1916;18
2020-03-27;1924;77
2020-03-27;1926;23
2020-03-27;1930;28
2020-03-27;1931;24
2020-03-27;1940;12
2020-03-27;1942;24
2020-03-27;1945;44
2020-03-27;1948;195
2020-03-27;1949;3
2020-03-27;1950;3
2020-03-27;1952;5
2020-03-27;1954;34
2020-03-27;1955;5
2020-03-27;1959;39
2020-03-27;1960;24
2020-03-27;1961;24
2020-03-27;1963;51
2020-03-27;1966;7
2020-03-27;1969;15
2020-03-27;1970;4
2020-03-27;1978;17
2020-03-28;-1;279
2020-03-28;3;1
2020-03-28;10;7
2020-03-28;14;85
2020-03-28;24;1
2020-03-28;34;48
2020-03-28;37;1
2020-03-28;47;2
2020-03-28;50;7
2020-03-28;59;2
2020-03-28;72;3
2020-03-28;74;7
2020-03-28;80;20
2020-03-28;85;1
2020-03-28;86;6
2020-03-28;90;7
2020-03-28;98;2
2020-03-28;106;10
2020-03-28;109;20
2020-03-28;114;12
2020-03-28;118;9
2020-03-28;119;6
2020-03-28;141;15
2020-03-28;147;15
2020-03-28;148;15
2020-03-28;150;45
2020-03-28;153;49
2020-03-28;158;9
2020-03-28;160;16
2020-03-28;163;10
2020-03-28;164;25
2020-03-28;166;55
2020-03-28;168;1
2020-03-28;171;10
2020-03-28;173;18
2020-03-28;175;10
2020-03-28;177;15
2020-03-28;180;5
2020-03-28;183;12
2020-03-28;184;10
2020-03-28;189;7
2020-03-28;193;68
2020-03-28;197;3
2020-03-28;200;52
2020-03-28;202;52
2020-03-28;203;19
2020-03-28;209;18
2020-03-28;213;5
2020-03-28;214;7
2020-03-28;216;16
2020-03-28;221;6
2020-03-28;222;18
2020-03-28;225;13
2020-03-28;226;6
2020-03-28;228;46
2020-03-28;230;11
2020-03-28;232;20
2020-03-28;233;19
2020-03-28;243;18
2020-03-28;244;7
2020-03-28;246;28
2020-03-28;252;16
2020-03-28;262;14
2020-03-28;263;8
2020-03-28;267;18
2020-03-28;268;149
2020-03-28;269;22
2020-03-28;273;6
2020-03-28;274;18
2020-03-28;275;30
2020-03-28;277;2
2020-03-28;279;5
2020-03-28;281;27
2020-03-28;285;15
2020-03-28;289;7
2020-03-28;293;4
2020-03-28;294;3
2020-03-28;296;35
2020-03-28;297;13
2020-03-28;299;15
2020-03-28;301;11
2020-03-28;302;43
2020-03-28;303;11
2020-03-28;307;63
2020-03-28;308;6
2020-03-28;310;39
2020-03-28;312;10
2020-03-28;313;4
2020-03-28;317;1
2020-03-28;321;52
2020-03-28;327;17
2020-03-28;331;13
2020-03-28;335;12
2020-03-28;339;1
2020-03-28;340;6
2020-03-28;342;28
2020-03-28;344;265
2020-03-28;345;14
2020-03-28;351;6
2020-03-28;352;9
2020-03-28;353;31
2020-03-28;355;40
2020-03-28;356;25
2020-03-28;358;16
2020-03-28;361;42
2020-03-28;362;63
2020-03-28;363;477
2020-03-28;370;4
2020-03-28;373;20
2020-03-28;375;17
2020-03-28;376;6
2020-03-28;377;19
2020-03-28;383;19
2020-03-28;384;7
2020-03-28;385;14
2020-03-28;388;17
2020-03-28;392;73
2020-03-28;394;45
2020-03-28;396;19
2020-03-28;397;27
2020-03-28;398;23
2020-03-28;399;13
2020-03-28;400;9
2020-03-28;402;24
2020-03-28;405;20
2020-03-28;406;13
2020-03-28;415;7
2020-03-28;416;14
2020-03-28;417;8
2020-03-28;420;14
2020-03-28;431;7
2020-03-28;432;2
2020-03-28;437;9
2020-03-28;439;52
2020-03-28;441;13
2020-03-28;448;3
2020-03-28;450;7
2020-03-28;451;16
2020-03-28;453;31
2020-03-28;457;10
2020-03-28;473;7
2020-03-28;479;50
2020-03-28;482;6
2020-03-28;484;35
2020-03-28;489;28
2020-03-28;498;5
2020-03-28;501;10
2020-03-28;502;41
2020-03-28;503;29
2020-03-28;505;36
2020-03-28;512;14
2020-03-28;513;35
2020-03-28;518;161
2020-03-28;523;7
2020-03-28;530;15
2020-03-28;531;5
2020-03-28;532;18
2020-03-28;534;4
2020-03-28;537;19
2020-03-28;542;12
2020-03-28;546;35
2020-03-28;547;5
2020-03-28;553;3
2020-03-28;556;14
2020-03-28;569;8
2020-03-28;575;15
2020-03-28;579;13
2020-03-28;589;21
2020-03-28;590;7
2020-03-28;597;27
2020-03-28;599;308
2020-03-28;603;16
2020-03-28;606;22
2020-03-28;610;6
2020-03-28;613;23
2020-03-28;614;11
2020-03-28;622;30
2020-03-28;626;7
2020-03-28;627;8
2020-03-28;629;6
2020-03-28;632;34
2020-03-28;637;21
2020-03-28;638;2
2020-03-28;642;13
2020-03-28;654;7
2020-03-28;664;12
2020-03-28;668;15
2020-03-28;677;3
2020-03-28;678;2
2020-03-28;687;10
2020-03-28;703;7
2020-03-28;715;17
2020-03-28;716;25
2020-03-28;717;9
2020-03-28;718;10
2020-03-28;736;17
2020-03-28;737;4
2020-03-28;743;10
2020-03-28;744;2
2020-03-28;748;17
2020-03-28;753;23
2020-03-28;755;53
2020-03-28;756;17
2020-03-28;757;24
2020-03-28;758;227
2020-03-28;762;46
2020-03-28;765;2
2020-03-28;766;12
2020-03-28;770;17
2020-03-28;772;128
2020-03-28;777;50
2020-03-28;779;12
2020-03-28;784;25
2020-03-28;785;26
2020-03-28;786;19
2020-03-28;788;21
2020-03-28;794;91
2020-03-28;796;117
2020-03-28;797;39
2020-03-28;798;12
2020-03-28;809;29
2020-03-28;815;9
2020-03-28;820;13
2020-03-28;823;11
2020-03-28;824;24
2020-03-28;826;36
2020-03-28;828;141
2020-03-28;840;10
2020-03-28;845;29
2020-03-28;847;22
2020-03-28;848;22
2020-03-28;851;14
2020-03-28;852;11
2020-03-28;855;284
2020-03-28;856;130
2020-03-28;858;26
2020-03-28;861;24
2020-03-28;865;31
2020-03-28;866;6
2020-03-28;867;54
2020-03-28;873;6
2020-03-28;879;23
2020-03-28;880;7
2020-03-28;882;29
2020-03-28;888;14
2020-03-28;889;13
2020-03-28;893;2
2020-03-28;899;25
2020-03-28;907;14
2020-03-28;917;75
2020-03-28;928;32
2020-03-28;935;162
2020-03-28;938;10
2020-03-28;944;8
2020-03-28;946;24
2020-03-28;957;32
2020-03-28;965;11
2020-03-28;971;31
2020-03-28;981;6
2020-03-28;983;71
2020-03-28;984;26
2020-03-28;986;8
2020-03-28;988;36
2020-03-28;994;12
2020-03-28;995;31
2020-03-28;1507;27
2020-03-28;1509;7
2020-03-28;1525;11
2020-03-28;1581;25
2020-03-28;1586;8
2020-03-28;1598;9
2020-03-28;1621;45
2020-03-28;1640;41
